,Plant name,Plant annual CO2 equivalent emissions (tons),elast,permits_post_reduction,prct_change_permits,reduction_target
372,Miramar Energy Facility,20398.922,-1.0,14279.245399999994,-30.00000000000003,30.0 percent
373,Moss Landing Power Plant,2094542.172,-1.0,1466179.5203999993,-30.00000000000004,30.0 percent
374,Mountainview Generating Station,1648689.129,-1.0,1154082.3902999996,-30.00000000000003,30.0 percent
375,Municipal Cogen Plant,3625.609,-1.0,2537.926299999999,-30.00000000000003,30.0 percent
376,Naval Hospital Medical Center,4653.196,-1.0,3257.2371999999987,-30.00000000000003,30.0 percent
377,NCPA Combustion Turbine Project #2,4151.596,-1.0,2906.117199999999,-30.00000000000003,30.0 percent
378,New-Indy Ontario Mill,169995.159,-1.0,118996.61129999998,-30.000000000000014,30.0 percent
379,Niland Gas Turbine Plant,59138.942,-1.0,41397.25939999999,-30.00000000000003,30.0 percent
380,Olive View Medical Center,3311.309,-1.0,2317.9162999999994,-30.00000000000003,30.0 percent
381,OLS Energy Chino,4534.876,-1.0,3174.413199999999,-30.00000000000003,30.0 percent
382,One Market Plaza,1166.655,-1.0,816.6584999999998,-30.000000000000014,30.0 percent
383,Orange Grove Project,12505.86,-1.0,8754.101999999997,-30.00000000000003,30.0 percent
384,"Ormond Beach Power, LLC.",208639.003,-1.0,146047.30209999994,-30.00000000000003,30.0 percent
385,Oroville Cogeneration LP,67.69,-1.0,47.38299999999998,-30.00000000000003,30.0 percent
386,"Otay Mesa Energy Center, LLC",1103234.834,-1.0,772264.3837999998,-30.000000000000014,30.0 percent
387,Oxnard,193498.657,-1.0,135449.05989999996,-30.000000000000014,30.0 percent
388,Oxnard Paper Mill,63100.414,-1.0,44170.289799999984,-30.00000000000003,30.0 percent
389,P Plant,13251.602,-1.0,9276.121399999996,-30.00000000000003,30.0 percent
390,Palomar Energy Center,998590.572,-1.0,699013.4003999998,-30.00000000000003,30.0 percent
391,Panoche Energy Center,401361.052,-1.0,280952.73639999994,-30.000000000000014,30.0 percent
392,Parnassus Central Utility Plant,23663.626,-1.0,16564.538199999995,-30.000000000000014,30.0 percent
393,Pastoria Energy Facility,1504657.179,-1.0,1053260.0252999996,-30.00000000000003,30.0 percent
394,PE Berkeley,57409.321,-1.0,40186.52469999999,-30.00000000000003,30.0 percent
395,Pebbly Beach Generating Station Hybrid,25059.577,-1.0,17541.703899999993,-30.00000000000003,30.0 percent
396,Pio Pico Energy Center LLC,48348.348,-1.0,33843.843599999986,-30.00000000000003,30.0 percent
397,Procter and Gamble Power Plant,279927.13,-1.0,195948.99099999995,-30.000000000000014,30.0 percent
398,Q Plant,11271.428,-1.0,7889.9995999999965,-30.00000000000003,30.0 percent
399,Red Bluff,8775.573,-1.0,6142.901099999997,-30.00000000000004,30.0 percent
400,Redding Power Plant,207242.3,-1.0,145069.60999999993,-30.00000000000003,30.0 percent
401,Regional Wastewater Control Facility,455.639,-1.0,318.94729999999987,-30.00000000000003,30.0 percent
402,Richmond Cogen,268904.792,-1.0,188233.35439999995,-30.00000000000003,30.0 percent
403,Ripon Generation Station,14608.283,-1.0,10225.798099999996,-30.00000000000003,30.0 percent
404,Riverside Energy Resource Center,50900.61,-1.0,35630.42699999999,-30.00000000000003,30.0 percent
405,Riverview Energy Center,11500.924,-1.0,8050.646799999998,-30.00000000000003,30.0 percent
406,Rockwood,2796.207,-1.0,1957.3448999999991,-30.00000000000003,30.0 percent
407,Roseville Energy Park,300025.419,-1.0,210017.7932999999,-30.00000000000003,30.0 percent
408,Roseville Power Plant #2,6010.929,-1.0,4207.650299999998,-30.00000000000003,30.0 percent
409,Russell City Energy Company LLC,455825.103,-1.0,319077.57209999993,-30.000000000000014,30.0 percent
410,Saint Agnes Medical Center,7201.038,-1.0,5040.726599999998,-30.00000000000003,30.0 percent
411,Salinas River Cogeneration Facility,105294.363,-1.0,73706.05409999998,-30.000000000000014,30.0 percent
412,San Diego State University,23062.875,-1.0,16144.012499999995,-30.000000000000014,30.0 percent
413,San Jose Cogeneration,10309.776,-1.0,7216.8431999999975,-30.00000000000003,30.0 percent
414,Santa Clara Cogen,14859.926,-1.0,10401.948199999995,-30.00000000000003,30.0 percent
415,"SC 1 Data Center, Phase 2",1040.918,-1.0,728.6425999999998,-30.000000000000014,30.0 percent
416,Scattergood Generating Station,838436.516,-1.0,586905.5611999998,-30.00000000000003,30.0 percent
417,SEGS IX,0.0,-1.0,0.0,,30.0 percent
418,"Sentinel Energy Center, LLC",302013.567,-1.0,211409.4968999999,-30.00000000000003,30.0 percent
419,Sierra Nevada Brewing Co Hybrid,2664.466,-1.0,1865.1261999999995,-30.000000000000014,30.0 percent
420,SJ/SC WPCP,14042.361,-1.0,9829.652699999997,-30.00000000000003,30.0 percent
421,Solano County Cogen Plant,2968.637,-1.0,2078.0458999999996,-30.000000000000014,30.0 percent
422,South Belridge Cogeneration Facility,163656.506,-1.0,114559.55419999994,-30.00000000000004,30.0 percent
423,Southeast Kern River Cogen,27934.974,-1.0,19554.48179999999,-30.00000000000003,30.0 percent
424,Spreckels Sugar Company,6869.027,-1.0,4808.318899999998,-30.00000000000003,30.0 percent
425,Springs Generating Station,1196.543,-1.0,837.5800999999997,-30.000000000000014,30.0 percent
426,SRI International Cogen Project,9840.219,-1.0,6888.153299999996,-30.00000000000003,30.0 percent
427,Stanton Energy Reliability Center,1478.542,-1.0,1034.9793999999995,-30.00000000000003,30.0 percent
428,Sunnyvale City of WPCP,1872.919,-1.0,1311.0432999999996,-30.00000000000003,30.0 percent
429,Sunrise Power Company,1170737.387,-1.0,819516.1708999998,-30.00000000000003,30.0 percent
430,Sycamore Cogeneration,160936.646,-1.0,112655.65219999995,-30.00000000000004,30.0 percent
431,Taft 26C Cogen,19703.812,-1.0,13792.668399999995,-30.00000000000003,30.0 percent
432,THUMS,112143.021,-1.0,78500.11469999996,-30.00000000000003,30.0 percent
433,Tracy Combined Cycle Power Plant,186008.093,-1.0,130205.66509999995,-30.00000000000003,30.0 percent
434,Transamerica Pyramid,465.042,-1.0,325.52939999999984,-30.00000000000003,30.0 percent
435,UCI Facilities Management Central Plant,33317.064,-1.0,23321.94479999999,-30.00000000000003,30.0 percent
436,UCLA So Campus Cogen Project,78395.145,-1.0,54876.60149999999,-30.000000000000014,30.0 percent
437,Univ of Calif Santa Cruz Cogeneration,11923.472,-1.0,8346.430399999997,-30.000000000000014,30.0 percent
438,University of California San Diego Hybrid,79277.789,-1.0,55494.45229999999,-30.000000000000014,30.0 percent
439,US Borax,94073.192,-1.0,65851.23439999997,-30.00000000000003,30.0 percent
440,Valero Refinery Cogeneration Unit 1,96592.907,-1.0,67615.03489999998,-30.000000000000014,30.0 percent
441,Valero Wilmington Cogeneration Plant,109705.647,-1.0,76793.95289999997,-30.00000000000003,30.0 percent
442,Valley Generating Station,870120.683,-1.0,609084.4780999997,-30.00000000000003,30.0 percent
443,W Plant,10590.545,-1.0,7413.381499999998,-30.00000000000003,30.0 percent
444,Walnut,632.951,-1.0,443.0656999999999,-30.00000000000003,30.0 percent
445,Walnut Creek Energy Park,268523.291,-1.0,187966.30369999996,-30.00000000000003,30.0 percent
446,Walnut Energy Center,727544.111,-1.0,509280.8776999999,-30.000000000000014,30.0 percent
447,Watkins Manufacturing Co.,6664.355,-1.0,4665.048499999998,-30.00000000000003,30.0 percent
448,Watson Cogeneration,853542.527,-1.0,597479.7688999998,-30.00000000000003,30.0 percent
449,Welport Lease Project,12706.084,-1.0,8894.258799999998,-30.00000000000003,30.0 percent
450,Western Power & Steam Inc,17030.606,-1.0,11921.424199999996,-30.00000000000003,30.0 percent
451,Wolfskill Energy Center,6077.536,-1.0,4254.275199999998,-30.00000000000003,30.0 percent
452,Woodland Generation Station,159354.7,-1.0,111548.28999999998,-30.000000000000014,30.0 percent
453,Yuba City Cogen Partners,11475.57,-1.0,8032.898999999997,-30.00000000000003,30.0 percent
454,Yuba City Energy Center,31818.661,-1.0,22273.06269999999,-30.00000000000003,30.0 percent
455,Yuba City Energy Center,43483.559,-1.0,30438.491299999987,-30.00000000000003,30.0 percent
456,Aera San Ardo Cogen Facility,7334.66,-1.0,4400.795999999999,-40.0,40.0 percent
457,AES Alamitos,1936315.461,-1.0,1161789.2765999998,-40.000000000000014,40.0 percent
458,AES Alamitos Energy Center,1402141.203,-1.0,841284.7217999998,-40.000000000000014,40.0 percent
459,AES Huntington Beach,1692693.487,-1.0,1015616.0921999998,-40.000000000000014,40.0 percent
460,AES Huntington Beach Energy Project,1567415.034,-1.0,940449.0203999999,-40.0,40.0 percent
461,AES Redondo Beach,218036.063,-1.0,130821.63779999998,-40.0,40.0 percent
462,Agnews Power Plant,14720.998,-1.0,8832.5988,-40.0,40.0 percent
463,Agua Mansa Power,8594.314,-1.0,5156.5884,-40.0,40.0 percent
464,Alameda,14476.637,-1.0,8685.982199999999,-40.000000000000014,40.0 percent
465,Algonquin Power Sanger,77902.889,-1.0,46741.73339999999,-40.000000000000014,40.0 percent
466,Almond Power Plant,181188.208,-1.0,108712.92480000001,-40.0,40.0 percent
467,AltaGas Ripon Energy Inc.,2207.86,-1.0,1324.716,-40.000000000000014,40.0 percent
468,Argus Cogen Plant,155559.472,-1.0,93335.6832,-40.0,40.0 percent
469,B Braun Medical,10784.9,-1.0,6470.939999999999,-40.000000000000014,40.0 percent
470,Badger Creek Limited,13428.32,-1.0,8056.991999999998,-40.000000000000014,40.0 percent
471,Barre Generating Station,14117.569,-1.0,8470.541399999998,-40.000000000000014,40.0 percent
472,Bear Mountain Limited,41458.682,-1.0,24875.209199999998,-40.0,40.0 percent
473,Bear Valley Power Plant,1966.938,-1.0,1180.1627999999998,-40.000000000000014,40.0 percent
474,Berry Cogen,85706.828,-1.0,51424.09679999999,-40.0,40.0 percent
475,Berry Cogen Tanne Hills 18,42489.515,-1.0,25493.708999999995,-40.000000000000014,40.0 percent
476,Berry NMW Cogens,44086.008,-1.0,26451.6048,-40.0,40.0 percent
477,Berry Placerita Cogen,3355.329,-1.0,2013.1973999999998,-40.000000000000014,40.0 percent
478,Biola University Hybrid,2264.083,-1.0,1358.4497999999999,-40.000000000000014,40.0 percent
479,Blacksand Generating Facility,42621.665,-1.0,25572.998999999996,-40.000000000000014,40.0 percent
480,Blythe Energy,723207.167,-1.0,433924.30019999994,-40.000000000000014,40.0 percent
481,Broadridge Cogen,9593.587,-1.0,5756.152199999999,-40.000000000000014,40.0 percent
482,C P Kelco San Diego Plant,29773.195,-1.0,17863.916999999998,-40.0,40.0 percent
483,Cabrillo Power I Encina Power Station,210988.243,-1.0,126592.94579999999,-40.0,40.0 percent
484,California Institute of Technology,9723.373,-1.0,5834.023799999999,-40.0,40.0 percent
485,CalPeak Power - Border,11553.573,-1.0,6932.1438,-40.0,40.0 percent
486,CalPeak Power - Enterprise,9876.409,-1.0,5925.845399999999,-40.0,40.0 percent
487,CalPeak Power - Panoche,4683.876,-1.0,2810.3256,-40.0,40.0 percent
488,CalPeak Power - Vaca Dixon,8585.005,-1.0,5151.002999999999,-40.000000000000014,40.0 percent
489,"Calpine Gilroy Cogen, LP",32148.969,-1.0,19289.3814,-40.0,40.0 percent
490,Calpine Sutter Energy Center,1151500.143,-1.0,690900.0857999999,-40.0,40.0 percent
491,Campbell Power Plant,443337.754,-1.0,266002.65239999996,-40.000000000000014,40.0 percent
492,Canyon Power Plant,89564.205,-1.0,53738.522999999994,-40.000000000000014,40.0 percent
493,Carson Cogeneration Company,14248.948,-1.0,8549.368799999998,-40.000000000000014,40.0 percent
494,Carson Power Plant,94720.233,-1.0,56832.13979999998,-40.000000000000014,40.0 percent
495,CCCSD Wastewater Treatment Plnt,7362.973,-1.0,4417.783799999999,-40.000000000000014,40.0 percent
496,Center Generating Station,5594.467,-1.0,3356.6801999999993,-40.000000000000014,40.0 percent
497,Central Utilities Plant LAX 2,11655.102,-1.0,6993.061199999999,-40.000000000000014,40.0 percent
498,Century Generating Facility,1482.691,-1.0,889.6145999999999,-40.000000000000014,40.0 percent
499,Chalk Cliff Limited,5957.705,-1.0,3574.6229999999996,-40.0,40.0 percent
500,Childrens Hospital,11646.577,-1.0,6987.9461999999985,-40.000000000000014,40.0 percent
501,Chowchilla II,13153.485,-1.0,7892.090999999999,-40.0,40.0 percent
502,Chula Vista Energy Center,2052.087,-1.0,1231.2522,-40.0,40.0 percent
503,Civic Center,0.0,-1.0,0.0,,40.0 percent
504,Clearwater Power Plant,7022.481,-1.0,4213.488599999999,-40.000000000000014,40.0 percent
505,Coachella,2762.971,-1.0,1657.7826,-40.0,40.0 percent
506,Coalinga 25D Cogen,17183.167,-1.0,10309.9002,-40.0,40.0 percent
507,Coalinga Cogeneration Facility,14536.454,-1.0,8721.872399999998,-40.000000000000014,40.0 percent
508,Colusa Generating Station,1111690.139,-1.0,667014.0833999999,-40.000000000000014,40.0 percent
509,Cosumnes Power Plant,421371.121,-1.0,252822.67259999996,-40.0,40.0 percent
510,Creed Energy Center,6782.703,-1.0,4069.6218,-40.0,40.0 percent
511,Crockett Cogen Project,533581.142,-1.0,320148.68519999995,-40.000000000000014,40.0 percent
512,CSUCI Site Authority,3180.715,-1.0,1908.4289999999999,-40.0,40.0 percent
513,CSUF Trigeneration,11003.712,-1.0,6602.227199999998,-40.000000000000014,40.0 percent
514,Cuyamaca Peak Energy,8423.763,-1.0,5054.2578,-40.0,40.0 percent
515,Cymric 31X Cogen,11428.965,-1.0,6857.378999999999,-40.000000000000014,40.0 percent
516,Cymric 36W Cogen,14245.032,-1.0,8547.019199999999,-40.0,40.0 percent
517,Cymric 6Z Cogen,12467.034,-1.0,7480.220399999999,-40.0,40.0 percent
518,"Delano Energy Center, LLC",9370.498,-1.0,5622.298799999999,-40.000000000000014,40.0 percent
519,"Delta Energy Center, LLC",1699599.628,-1.0,1019759.7767999999,-40.000000000000014,40.0 percent
520,Dome Project,18244.529,-1.0,10946.717399999998,-40.000000000000014,40.0 percent
521,Donald Von Raesfeld,337437.243,-1.0,202462.34579999998,-40.000000000000014,40.0 percent
522,Double C Generation Limited Partnership,25636.161,-1.0,15381.6966,-40.0,40.0 percent
523,Drews Generating Facility,860.372,-1.0,516.2231999999999,-40.000000000000014,40.0 percent
524,Dynegy Oakland Power Plant,36049.361,-1.0,21629.616599999998,-40.0,40.0 percent
525,E. F. Oxnard Energy Facility,2194.086,-1.0,1316.4515999999996,-40.000000000000014,40.0 percent
526,El Cajon Energy Center,8760.122,-1.0,5256.073199999999,-40.000000000000014,40.0 percent
527,El Centro,537874.73,-1.0,322724.83799999993,-40.000000000000014,40.0 percent
528,El Segundo,145014.353,-1.0,87008.6118,-40.0,40.0 percent
529,El Segundo Cogen,767752.273,-1.0,460651.3638,-40.0,40.0 percent
530,Elk Hills Cogen,2506.621,-1.0,1503.9725999999998,-40.000000000000014,40.0 percent
531,Elk Hills Power,1288658.882,-1.0,773195.3291999999,-40.0,40.0 percent
532,Ellwood,3542.064,-1.0,2125.2383999999997,-40.0,40.0 percent
533,Energy Center,2766.997,-1.0,1660.1981999999998,-40.0,40.0 percent
534,"Escondido Energy Center, LLC",7541.493,-1.0,4524.895799999999,-40.000000000000014,40.0 percent
535,Fairhaven Power,0.0,-1.0,0.0,,40.0 percent
536,Feather River Energy Center,46705.006,-1.0,28023.003599999996,-40.000000000000014,40.0 percent
537,"Fresno Cogeneration Partners, LP",6192.699,-1.0,3715.6193999999996,-40.0,40.0 percent
538,Gateway Generating Station,1067881.592,-1.0,640728.9552,-40.0,40.0 percent
539,Gianera,6251.018,-1.0,3750.6107999999995,-40.000000000000014,40.0 percent
540,"Gilroy Energy Center, LLC",17857.179,-1.0,10714.307399999998,-40.000000000000014,40.0 percent
541,Glass House Camarillo Cultivation,22932.647,-1.0,13759.588199999998,-40.000000000000014,40.0 percent
542,Glenarm,29802.557,-1.0,17881.5342,-40.0,40.0 percent
543,Goal Line,4629.754,-1.0,2777.8523999999993,-40.000000000000014,40.0 percent
544,Goose Haven Energy Center,8746.963,-1.0,5248.1777999999995,-40.0,40.0 percent
545,Grapeland Generating Station,7856.666,-1.0,4713.9996,-40.0,40.0 percent
546,Grayson Power Plant,75967.928,-1.0,45580.75679999999,-40.000000000000014,40.0 percent
547,Grossmont Hospital,9707.569,-1.0,5824.541399999999,-40.0,40.0 percent
548,H. Gonzales,305.572,-1.0,183.34319999999997,-40.000000000000014,40.0 percent
549,Hanford Energy Park Peaker,11422.498,-1.0,6853.4987999999985,-40.000000000000014,40.0 percent
550,Harbor Cogen,15412.111,-1.0,9247.266599999999,-40.000000000000014,40.0 percent
551,Harbor Generating Station,72683.061,-1.0,43609.836599999995,-40.000000000000014,40.0 percent
552,Haynes Generating Station,1175696.555,-1.0,705417.9329999998,-40.000000000000014,40.0 percent
553,Henrietta Peaker Plant,29136.992,-1.0,17482.195199999995,-40.000000000000014,40.0 percent
554,High Desert Power Project,1808231.465,-1.0,1084938.879,-40.0,40.0 percent
555,High Sierra Cogeneration Plant,12698.835,-1.0,7619.3009999999995,-40.0,40.0 percent
556,High Sierra Limited,23055.803,-1.0,13833.4818,-40.0,40.0 percent
557,Hoag Hospital Cogen Plant,1432.927,-1.0,859.7561999999998,-40.000000000000014,40.0 percent
558,Humboldt Bay,232823.051,-1.0,139693.8306,-40.0,40.0 percent
559,Indigo Generation Facility,20605.172,-1.0,12363.103199999998,-40.0,40.0 percent
560,Kaweah Delta District Hospital,20324.849,-1.0,12194.909399999997,-40.000000000000014,40.0 percent
561,Kern Front Limited,14309.196,-1.0,8585.5176,-40.0,40.0 percent
562,Kern Oil & Refining Co,27373.289,-1.0,16423.9734,-40.0,40.0 percent
563,Kern River Cogeneration,150227.455,-1.0,90136.47299999997,-40.000000000000014,40.0 percent
564,Kern River Eastridge Cogen,63405.968,-1.0,38043.580799999996,-40.0,40.0 percent
565,King City Peaking,5451.607,-1.0,3270.9641999999994,-40.000000000000014,40.0 percent
566,King City Power Plant,28781.266,-1.0,17268.759599999998,-40.0,40.0 percent
567,Kingsburg Cogen Facility,8439.302,-1.0,5063.5812,-40.0,40.0 percent
568,Kyocera International Inc.(San Diego),7073.598,-1.0,4244.158799999999,-40.000000000000014,40.0 percent
569,La Paloma Generating Plant,767713.906,-1.0,460628.3435999999,-40.000000000000014,40.0 percent
570,Lake,9408.349,-1.0,5645.0094,-40.0,40.0 percent
571,Lambie Energy Center,7073.824,-1.0,4244.2944,-40.0,40.0 percent
572,Larkspur Energy Faciity,20788.508,-1.0,12473.1048,-40.000000000000014,40.0 percent
573,Linde Wilmington,0.0,-1.0,0.0,,40.0 percent
574,Live Oak Limited,30472.214,-1.0,18283.3284,-40.0,40.0 percent
575,Lodi,4464.746,-1.0,2678.8475999999996,-40.000000000000014,40.0 percent
576,Lodi Energy Center,362336.579,-1.0,217401.9474,-40.0,40.0 percent
577,Loma Linda University Cogen,20931.491,-1.0,12558.8946,-40.0,40.0 percent
578,Long Beach Generating Station,16098.177,-1.0,9658.9062,-40.0,40.0 percent
579,Los Angeles Refinery Wilmington,85610.601,-1.0,51366.36059999999,-40.0,40.0 percent
580,Los Esteros Critical Energy Facility,96117.306,-1.0,57670.38359999999,-40.000000000000014,40.0 percent
581,"Los Medanos Energy Center, LLC",1409966.577,-1.0,845979.9462,-40.0,40.0 percent
582,Lost Hills Cogeneration Plant,984.914,-1.0,590.9484,-40.0,40.0 percent
583,Magnolia Power Project,671894.137,-1.0,403136.48219999997,-40.0,40.0 percent
584,Malaga Power,10486.896,-1.0,6292.1376,-40.0,40.0 percent
585,Malburg Generating Station,235991.25,-1.0,141594.74999999997,-40.000000000000014,40.0 percent
586,Marathon Bay Area Cogen,170259.211,-1.0,102155.5266,-40.0,40.0 percent
587,Mariposa Energy Project,57360.989,-1.0,34416.5934,-40.0,40.0 percent
588,Marsh Landing Generating Station,94353.363,-1.0,56612.017799999994,-40.0,40.0 percent
589,Martinez Refining,279865.318,-1.0,167919.1908,-40.0,40.0 percent
590,MCAGCC Cogen Plant,20384.916,-1.0,12230.949599999998,-40.000000000000014,40.0 percent
591,McClellan (CA),2703.689,-1.0,1622.2133999999999,-40.0,40.0 percent
592,McClure,2862.154,-1.0,1717.2923999999998,-40.0,40.0 percent
593,McGrath Generating Station,19699.072,-1.0,11819.4432,-40.0,40.0 percent
594,McKittrick Cogen,52270.627,-1.0,31362.3762,-40.0,40.0 percent
595,McKittrick Limited,5112.058,-1.0,3067.2347999999993,-40.000000000000014,40.0 percent
596,Metcalf Energy Center,1023914.609,-1.0,614348.7654,-40.0,40.0 percent
597,Midway Peaking,15595.523,-1.0,9357.313799999998,-40.000000000000014,40.0 percent
598,Midway Sunset Cogen,17427.452,-1.0,10456.4712,-40.0,40.0 percent
599,Mira Loma Generating Station,17151.166,-1.0,10290.6996,-40.0,40.0 percent
600,Miramar Energy Facility,20398.922,-1.0,12239.353199999998,-40.0,40.0 percent
601,Moss Landing Power Plant,2094542.172,-1.0,1256725.3031999997,-40.000000000000014,40.0 percent
602,Mountainview Generating Station,1648689.129,-1.0,989213.4773999999,-40.0,40.0 percent
603,Municipal Cogen Plant,3625.609,-1.0,2175.3653999999997,-40.0,40.0 percent
604,Naval Hospital Medical Center,4653.196,-1.0,2791.9175999999993,-40.000000000000014,40.0 percent
605,NCPA Combustion Turbine Project #2,4151.596,-1.0,2490.9575999999997,-40.0,40.0 percent
606,New-Indy Ontario Mill,169995.159,-1.0,101997.0954,-40.0,40.0 percent
607,Niland Gas Turbine Plant,59138.942,-1.0,35483.3652,-40.0,40.0 percent
608,Olive View Medical Center,3311.309,-1.0,1986.7854,-40.0,40.0 percent
609,OLS Energy Chino,4534.876,-1.0,2720.9256,-40.0,40.0 percent
610,One Market Plaza,1166.655,-1.0,699.9929999999999,-40.0,40.0 percent
611,Orange Grove Project,12505.86,-1.0,7503.516,-40.0,40.0 percent
612,"Ormond Beach Power, LLC.",208639.003,-1.0,125183.40179999998,-40.000000000000014,40.0 percent
613,Oroville Cogeneration LP,67.69,-1.0,40.614,-40.0,40.0 percent
614,"Otay Mesa Energy Center, LLC",1103234.834,-1.0,661940.9004,-40.0,40.0 percent
615,Oxnard,193498.657,-1.0,116099.19419999998,-40.000000000000014,40.0 percent
616,Oxnard Paper Mill,63100.414,-1.0,37860.24839999999,-40.000000000000014,40.0 percent
617,P Plant,13251.602,-1.0,7950.961199999999,-40.000000000000014,40.0 percent
618,Palomar Energy Center,998590.572,-1.0,599154.3431999999,-40.000000000000014,40.0 percent
619,Panoche Energy Center,401361.052,-1.0,240816.63119999997,-40.000000000000014,40.0 percent
620,Parnassus Central Utility Plant,23663.626,-1.0,14198.175599999999,-40.0,40.0 percent
621,Pastoria Energy Facility,1504657.179,-1.0,902794.3073999998,-40.000000000000014,40.0 percent
622,PE Berkeley,57409.321,-1.0,34445.592599999996,-40.000000000000014,40.0 percent
623,Pebbly Beach Generating Station Hybrid,25059.577,-1.0,15035.746199999998,-40.000000000000014,40.0 percent
624,Pio Pico Energy Center LLC,48348.348,-1.0,29009.008799999996,-40.0,40.0 percent
625,Procter and Gamble Power Plant,279927.13,-1.0,167956.278,-40.0,40.0 percent
626,Q Plant,11271.428,-1.0,6762.856799999999,-40.000000000000014,40.0 percent
627,Red Bluff,8775.573,-1.0,5265.343799999999,-40.000000000000014,40.0 percent
628,Redding Power Plant,207242.3,-1.0,124345.37999999998,-40.000000000000014,40.0 percent
629,Regional Wastewater Control Facility,455.639,-1.0,273.38339999999994,-40.000000000000014,40.0 percent
630,Richmond Cogen,268904.792,-1.0,161342.8752,-40.0,40.0 percent
631,Ripon Generation Station,14608.283,-1.0,8764.969799999999,-40.0,40.0 percent
632,Riverside Energy Resource Center,50900.61,-1.0,30540.365999999998,-40.0,40.0 percent
633,Riverview Energy Center,11500.924,-1.0,6900.5544,-40.0,40.0 percent
634,Rockwood,2796.207,-1.0,1677.7241999999997,-40.000000000000014,40.0 percent
635,Roseville Energy Park,300025.419,-1.0,180015.25139999998,-40.0,40.0 percent
636,Roseville Power Plant #2,6010.929,-1.0,3606.5573999999997,-40.0,40.0 percent
637,Russell City Energy Company LLC,455825.103,-1.0,273495.06179999997,-40.0,40.0 percent
638,Saint Agnes Medical Center,7201.038,-1.0,4320.622799999999,-40.0,40.0 percent
639,Salinas River Cogeneration Facility,105294.363,-1.0,63176.61779999999,-40.0,40.0 percent
640,San Diego State University,23062.875,-1.0,13837.724999999999,-40.0,40.0 percent
641,San Jose Cogeneration,10309.776,-1.0,6185.865599999999,-40.0,40.0 percent
642,Santa Clara Cogen,14859.926,-1.0,8915.9556,-40.0,40.0 percent
643,"SC 1 Data Center, Phase 2",1040.918,-1.0,624.5508,-39.99999999999999,40.0 percent
644,Scattergood Generating Station,838436.516,-1.0,503061.9095999999,-40.000000000000014,40.0 percent
645,SEGS IX,0.0,-1.0,0.0,,40.0 percent
646,"Sentinel Energy Center, LLC",302013.567,-1.0,181208.1402,-40.0,40.0 percent
647,Sierra Nevada Brewing Co Hybrid,2664.466,-1.0,1598.6796,-40.0,40.0 percent
648,SJ/SC WPCP,14042.361,-1.0,8425.416599999999,-40.000000000000014,40.0 percent
649,Solano County Cogen Plant,2968.637,-1.0,1781.1822,-40.0,40.0 percent
650,South Belridge Cogeneration Facility,163656.506,-1.0,98193.90359999998,-40.000000000000014,40.0 percent
651,Southeast Kern River Cogen,27934.974,-1.0,16760.984399999998,-40.0,40.0 percent
652,Spreckels Sugar Company,6869.027,-1.0,4121.4162,-40.0,40.0 percent
653,Springs Generating Station,1196.543,-1.0,717.9257999999999,-40.0,40.0 percent
654,SRI International Cogen Project,9840.219,-1.0,5904.131399999998,-40.000000000000014,40.0 percent
655,Stanton Energy Reliability Center,1478.542,-1.0,887.1251999999998,-40.0,40.0 percent
656,Sunnyvale City of WPCP,1872.919,-1.0,1123.7513999999999,-40.000000000000014,40.0 percent
657,Sunrise Power Company,1170737.387,-1.0,702442.4322,-40.0,40.0 percent
658,Sycamore Cogeneration,160936.646,-1.0,96561.98759999998,-40.000000000000014,40.0 percent
659,Taft 26C Cogen,19703.812,-1.0,11822.287199999999,-40.000000000000014,40.0 percent
660,THUMS,112143.021,-1.0,67285.81259999999,-40.0,40.0 percent
661,Tracy Combined Cycle Power Plant,186008.093,-1.0,111604.85579999999,-40.0,40.0 percent
662,Transamerica Pyramid,465.042,-1.0,279.0251999999999,-40.000000000000014,40.0 percent
663,UCI Facilities Management Central Plant,33317.064,-1.0,19990.238399999995,-40.000000000000014,40.0 percent
664,UCLA So Campus Cogen Project,78395.145,-1.0,47037.087,-40.0,40.0 percent
665,Univ of Calif Santa Cruz Cogeneration,11923.472,-1.0,7154.083199999999,-40.0,40.0 percent
666,University of California San Diego Hybrid,79277.789,-1.0,47566.6734,-40.0,40.0 percent
667,US Borax,94073.192,-1.0,56443.915199999996,-40.0,40.0 percent
668,Valero Refinery Cogeneration Unit 1,96592.907,-1.0,57955.7442,-40.0,40.0 percent
669,Valero Wilmington Cogeneration Plant,109705.647,-1.0,65823.38819999999,-40.000000000000014,40.0 percent
670,Valley Generating Station,870120.683,-1.0,522072.4097999999,-40.000000000000014,40.0 percent
671,W Plant,10590.545,-1.0,6354.326999999999,-40.0,40.0 percent
672,Walnut,632.951,-1.0,379.7706,-40.0,40.0 percent
673,Walnut Creek Energy Park,268523.291,-1.0,161113.97460000002,-40.0,40.0 percent
674,Walnut Energy Center,727544.111,-1.0,436526.4666,-40.0,40.0 percent
675,Watkins Manufacturing Co.,6664.355,-1.0,3998.612999999999,-40.000000000000014,40.0 percent
676,Watson Cogeneration,853542.527,-1.0,512125.51619999995,-40.0,40.0 percent
677,Welport Lease Project,12706.084,-1.0,7623.6503999999995,-40.0,40.0 percent
678,Western Power & Steam Inc,17030.606,-1.0,10218.363599999999,-40.0,40.0 percent
